GS,MP,FG,FGA,2P,2PA,FT,FTA,DRB,TRB,AST,STL,TOV,PTS
28.0,26.4,3.9,8.5,2.8,5.9,1.5,1.7,2.2,2.8,4.2,1.1,1.5,10.2
76.0,32.5,3.6,8.6,2.5,5.1,2.0,2.8,6.6,7.9,7.0,2.0,2.4,10.2
34.0,25.9,4.1,8.6,3.5,6.4,1.3,1.5,4.0,5.4,1.5,0.4,0.9,10.2
34.0,30.5,3.8,9.7,2.4,5.4,1.1,1.5,2.5,3.2,2.6,1.1,1.2,10.2
22.0,26.2,3.6,7.7,1.1,2.3,0.6,0.6,2.7,2.8,1.6,0.5,1.0,10.1
21.0,27.9,3.4,7.7,1.3,2.7,0.8,0.8,2.8,2.8,2.3,0.7,1.3,9.5
1.0,24.5,3.7,7.7,1.0,2.0,0.4,0.4,2.6,2.8,1.0,0.3,0.8,10.7
63.0,25.2,4.2,9.0,3.8,7.9,1.3,1.9,1.7,1.8,4.5,0.5,1.4,10.1
29.0,26.0,3.5,8.6,2.0,4.7,1.6,1.9,2.0,2.4,3.7,0.9,1.5,10.0
0.0,15.1,1.8,4.9,1.0,2.2,1.0,1.6,0.8,1.2,1.7,0.2,1.4,5.4
29.0,29.1,3.9,9.6,2.3,5.4,1.8,2.0,2.3,2.8,4.3,1.1,1.6,11.3
43.0,24.7,4.3,8.3,3.9,7.2,1.0,1.5,6.0,8.0,1.9,1.1,1.8,10.0
82.0,32.4,4.0,8.1,3.9,7.5,1.7,2.0,5.6,7.9,1.9,1.1,1.3,10.0
69.0,28.9,4.1,8.1,3.2,5.6,1.0,1.6,2.8,4.4,1.1,1.1,1.1,10.0
24.0,25.1,3.4,7.6,2.9,5.9,2.5,3.1,2.0,2.6,4.8,1.1,1.9,9.9
1.0,19.4,3.7,7.7,3.1,5.8,1.9,2.4,1.7,2.8,0.4,0.3,0.7,9.9
10.0,21.5,3.6,8.9,2.2,4.7,1.3,1.5,2.1,2.6,2.1,0.6,1.4,9.9
17.0,20.9,4.0,7.2,3.6,5.9,1.3,1.8,3.8,5.5,1.0,0.7,1.0,9.8
5.0,18.4,3.6,7.9,3.0,5.6,1.8,2.1,3.8,4.3,1.2,0.4,0.6,9.7
34.0,21.2,3.7,6.8,3.7,6.7,2.1,3.1,4.6,7.6,0.9,0.7,1.0,9.6
22.0,24.9,3.9,8.5,2.8,5.6,0.8,1.0,1.6,2.1,2.2,0.7,0.8,9.6
67.0,30.7,3.4,8.1,1.8,3.8,1.1,1.4,4.4,5.9,4.2,1.5,1.5,9.5
39.0,23.7,4.1,8.3,4.0,8.1,1.3,2.2,4.3,6.1,1.1,0.9,1.2,9.5
8.0,21.9,3.4,7.8,1.6,3.3,0.8,1.0,1.5,1.8,3.5,0.8,1.3,9.5
27.0,27.4,3.1,7.9,1.5,3.4,1.5,1.9,2.6,2.8,2.4,0.6,1.6,9.5
6.0,16.7,3.9,7.3,3.5,6.5,1.4,1.9,2.7,3.4,0.9,0.5,1.2,9.4
40.0,28.8,3.5,8.7,2.8,6.3,1.7,2.7,3.2,4.0,2.1,0.6,1.5,9.4
32.0,24.1,4.1,9.2,3.7,8.0,0.9,1.3,2.6,2.9,5.2,0.8,1.4,9.4
22.0,25.0,3.7,8.3,3.1,6.6,1.2,1.5,2.3,2.9,3.3,0.8,1.4,9.3
75.0,21.3,3.5,7.7,2.6,5.0,1.4,2.2,3.1,4.2,0.7,0.8,1.3,9.2
11.0,22.2,3.2,8.1,2.4,5.3,2.1,2.4,2.5,3.1,1.2,0.5,1.1,9.2
41.0,23.2,3.3,7.7,2.4,5.3,1.8,2.3,2.1,2.6,1.6,0.6,0.9,9.2
14.0,23.6,3.5,8.0,2.1,4.7,0.8,1.0,2.7,3.1,1.8,0.5,0.9,9.2
81.0,29.0,3.6,7.6,3.6,7.5,1.9,2.4,5.0,7.0,1.4,1.0,0.7,9.2
39.0,27.3,3.6,8.1,2.2,4.4,0.6,0.8,2.2,2.6,5.1,0.7,1.7,9.2
66.0,27.0,3.9,8.4,3.6,7.6,1.1,1.8,3.2,5.5,1.4,1.6,1.4,9.1
15.0,18.9,3.2,7.0,1.4,2.5,0.9,1.0,3.4,3.9,0.6,0.4,0.7,9.1
14.0,18.3,3.9,5.9,3.9,5.8,1.3,2.1,2.4,3.8,1.1,0.3,0.8,9.1
8.0,17.9,3.7,5.9,3.6,5.8,1.7,2.9,2.8,4.2,1.0,0.8,1.1,9.1
10.0,20.5,2.9,7.1,1.3,3.3,1.8,2.1,2.0,2.1,1.3,0.9,1.0,9.1
5.0,22.8,3.4,7.5,2.2,4.4,1.1,1.3,2.4,2.7,0.9,0.2,0.6,9.0
4.0,24.5,3.8,8.5,2.5,5.1,1.3,1.5,2.6,3.0,1.0,0.3,0.7,10.2
1.0,19.5,2.5,5.6,1.6,3.0,0.5,0.8,2.0,2.2,0.6,0.1,0.3,6.6
0.0,12.0,3.0,8.0,3.0,6.0,3.0,4.0,1.0,2.0,1.0,0.0,1.0,9.0
6.0,20.5,3.5,6.8,2.6,4.2,1.2,1.6,3.8,4.8,2.0,0.6,1.3,9.0
12.0,25.5,3.6,8.5,3.1,6.7,1.3,1.6,3.2,3.8,3.2,0.8,1.5,9.0
72.0,26.1,3.1,7.6,1.5,3.2,1.2,1.6,2.9,3.8,1.0,1.1,0.8,8.9
75.0,27.3,3.2,6.5,2.5,4.6,1.7,2.2,4.9,7.1,1.1,0.6,1.2,8.9
12.0,18.5,3.5,6.6,3.5,6.4,1.6,2.2,3.4,4.9,0.8,0.5,1.1,8.8
19.0,20.5,3.6,6.1,3.6,6.0,1.5,2.2,3.9,5.8,1.0,1.3,1.0,8.7
7.0,19.4,3.7,6.0,3.7,6.0,1.5,2.2,3.4,5.0,1.0,1.5,1.0,8.9
25.0,29.1,3.0,7.6,1.9,4.2,1.6,2.2,6.1,7.4,1.6,1.0,1.5,8.7
50.0,22.6,3.0,6.9,2.8,6.1,2.4,3.2,4.6,5.8,2.0,1.1,1.5,8.7
2.0,15.7,3.0,6.7,1.7,3.3,1.5,1.7,3.5,4.5,0.8,0.3,0.8,8.7
35.0,29.0,3.0,8.7,0.7,2.1,0.2,0.4,2.3,2.8,1.5,1.0,0.6,8.6
33.0,27.0,3.3,7.5,2.8,5.7,1.3,1.7,2.5,2.8,3.2,1.1,1.8,8.5
80.0,29.2,3.1,6.8,1.3,2.3,0.6,0.7,2.8,3.1,1.2,0.7,0.7,8.5
45.0,25.9,3.0,6.9,2.0,4.4,1.4,1.5,1.9,2.0,1.3,0.3,0.7,8.4
18.0,18.0,3.0,6.7,2.3,4.4,1.7,2.1,1.9,2.2,1.1,0.7,0.9,8.4
3.0,17.7,2.8,7.4,0.7,2.1,0.6,0.8,1.2,1.5,0.7,0.3,0.7,8.2
11.0,21.9,3.0,7.0,1.3,2.7,0.7,0.9,2.5,2.8,1.0,0.6,1.1,8.2
22.0,18.4,3.4,6.5,3.4,6.3,1.3,1.7,4.6,7.0,1.3,0.6,1.4,8.2
26.0,21.7,3.0,6.7,2.0,3.4,1.2,1.6,2.9,3.3,1.9,0.9,1.0,8.2
0.0,13.0,3.4,6.1,3.0,5.0,1.1,1.9,2.4,4.7,0.7,0.5,0.7,8.2
21.0,18.9,3.4,6.4,3.4,6.4,1.3,2.0,3.4,4.5,1.1,0.7,0.9,8.1
1.0,14.1,3.6,7.1,3.6,7.1,1.0,1.3,3.1,4.2,0.9,0.3,0.5,8.1
78.0,29.9,3.4,5.6,3.4,5.6,1.4,2.7,5.5,9.2,1.0,0.5,0.8,8.1
15.0,24.6,2.6,6.7,1.1,2.7,1.2,1.6,2.6,3.1,1.8,0.8,0.7,8.0
34.0,20.3,3.0,6.0,2.9,5.9,1.9,2.7,4.6,6.6,0.6,0.5,1.3,8.0
2.0,20.2,2.8,7.4,1.2,3.2,0.7,0.9,1.7,2.1,1.3,0.6,0.6,7.9
0.0,20.4,3.0,8.0,1.2,3.1,0.7,0.9,1.8,2.2,1.2,0.7,0.5,8.6
2.0,19.7,2.2,5.5,1.2,3.4,0.6,0.6,1.5,1.8,1.5,0.3,0.9,6.0
20.0,19.7,2.5,6.6,1.3,3.1,1.7,2.1,1.3,1.5,2.7,0.4,1.2,7.9
9.0,21.9,3.1,6.9,2.4,4.7,1.0,1.4,1.9,2.3,2.8,0.8,1.6,7.8
30.0,22.3,3.1,7.9,1.7,4.2,0.3,0.4,2.0,2.3,5.1,0.7,1.9,7.8
42.0,26.7,3.3,8.1,2.6,6.2,0.4,0.7,4.1,5.1,6.7,1.4,2.4,7.8
21.0,26.6,2.8,6.6,1.6,3.3,0.9,1.1,2.3,2.8,2.6,1.3,1.2,7.8
4.0,20.0,2.8,6.6,1.7,3.2,0.8,1.0,2.4,2.7,1.2,0.8,0.8,7.7
54.0,26.1,2.7,7.0,1.7,4.2,1.1,1.3,1.6,1.9,4.7,0.7,1.8,7.6
49.0,26.5,2.9,7.6,2.0,4.6,0.8,1.1,4.1,5.3,1.3,0.9,0.8,7.6
0.0,26.3,2.9,5.5,2.0,3.1,0.9,1.3,3.3,4.0,3.4,1.0,0.8,7.6
0.0,18.7,2.5,6.4,1.2,3.1,1.2,1.6,1.9,2.3,2.7,1.2,1.4,7.5
31.0,25.5,2.6,6.4,1.4,3.0,0.9,1.2,2.4,2.9,1.4,0.8,1.0,7.5
11.0,16.0,3.3,6.3,3.3,6.2,0.8,1.3,3.1,4.2,0.8,0.4,0.8,7.5
52.0,20.4,3.1,6.1,3.1,6.1,1.2,1.4,3.0,4.9,0.8,0.3,1.3,7.4
26.0,22.5,2.8,7.0,2.2,4.9,1.2,1.5,2.1,2.5,2.6,0.6,1.9,7.4
0.0,15.1,2.9,5.7,2.9,5.7,1.5,2.4,4.2,6.2,0.5,0.6,0.8,7.4
0.0,14.3,2.4,4.4,2.1,3.4,2.2,2.8,1.4,1.9,1.6,0.3,0.9,7.3
0.0,10.0,0.7,1.7,0.3,1.0,3.3,3.3,0.0,0.0,0.3,0.0,0.0,5.0
0.0,15.3,2.8,5.1,2.5,4.0,1.9,2.7,1.8,2.3,1.9,0.3,1.2,7.9
18.0,22.6,2.3,5.1,1.6,3.4,2.1,2.7,2.3,2.8,3.1,0.7,1.1,7.3
68.0,26.6,2.6,6.6,0.9,2.0,0.4,0.5,2.8,3.3,1.8,1.0,1.1,7.3
15.0,18.4,3.0,7.2,2.7,5.9,0.9,1.2,1.2,1.6,3.7,0.8,1.3,7.3
42.0,25.7,2.8,6.4,2.1,4.4,0.9,1.2,3.5,4.4,1.7,1.5,0.9,7.2
0.0,17.8,2.3,6.3,1.8,4.7,2.1,2.7,2.0,2.2,2.2,0.4,1.4,7.2
13.0,22.2,2.4,6.6,1.4,3.5,1.4,1.9,2.1,2.4,4.9,0.9,1.6,7.1
11.0,24.6,2.8,7.4,1.6,3.9,1.8,2.3,2.3,2.6,4.9,0.9,1.8,8.6
2.0,16.3,1.3,4.6,0.8,2.3,0.5,0.7,1.6,1.9,4.7,0.7,1.0,3.5
10.0,16.4,2.5,5.9,1.7,3.3,1.4,1.7,2.3,3.3,0.9,0.5,0.9,7.1
2.0,13.9,2.2,5.4,1.5,3.0,1.4,1.7,2.2,2.9,0.6,0.5,0.8,6.5
8.0,21.6,3.1,6.8,2.3,3.8,1.3,1.7,2.8,4.0,1.4,0.5,1.1,8.5
18.0,24.0,2.5,6.4,1.3,2.8,0.9,1.2,4.2,5.2,2.6,0.6,1.4,7.1
13.0,25.3,2.7,7.1,1.4,3.2,0.9,1.2,4.4,5.4,2.8,0.7,1.5,7.6
5.0,20.5,1.9,4.5,1.0,1.9,1.0,1.2,3.8,4.6,2.3,0.6,1.2,5.7
35.0,23.5,2.5,6.2,1.9,4.2,1.5,2.0,2.1,2.7,5.2,0.9,1.6,7.1
26.0,24.0,2.5,5.5,1.0,2.1,0.6,0.8,2.9,3.2,2.7,1.2,1.3,7.1
7.0,22.9,3.0,5.7,2.9,5.2,0.9,1.3,4.0,5.9,1.5,1.3,0.9,7.1
9.0,22.7,2.4,5.4,1.0,1.9,0.9,1.3,2.9,3.6,1.2,0.5,0.9,7.1
71.0,29.7,2.3,6.0,1.1,2.6,1.3,1.6,3.2,3.8,1.8,0.9,1.0,7.0
0.0,15.5,3.0,5.5,2.0,3.5,0.0,0.5,2.5,4.5,1.5,0.0,0.0,7.0
7.0,18.4,2.7,5.9,1.9,3.1,0.6,0.8,3.0,4.1,0.9,0.5,0.7,6.9
51.0,26.3,2.9,6.3,2.8,5.6,0.9,1.1,2.6,3.1,6.6,1.7,2.0,6.9
0.0,20.1,3.0,6.7,2.7,5.6,0.4,0.7,2.7,2.9,3.3,0.3,1.4,6.8
0.0,27.0,4.3,9.2,4.2,7.5,0.8,1.3,2.5,3.0,4.8,0.3,1.8,9.7
0.0,11.2,1.7,3.5,1.7,3.2,0.2,0.3,1.7,1.7,0.8,0.0,0.7,3.5
0.0,22.0,3.0,7.3,2.2,6.0,0.3,0.5,3.8,4.0,4.2,0.5,1.8,7.2
0.0,14.8,2.7,5.6,1.9,3.5,0.6,0.8,1.3,1.6,1.2,0.5,0.7,6.8
7.0,21.3,2.5,5.4,1.3,2.2,0.7,1.0,3.0,3.5,1.9,0.7,1.1,6.8
39.0,19.4,2.7,5.3,2.7,5.3,1.3,1.8,3.5,5.1,1.0,0.5,0.9,6.8
8.0,24.6,2.4,5.9,0.9,2.0,0.7,0.9,3.6,4.5,1.2,0.6,0.6,6.8
13.0,15.6,2.9,5.9,2.4,4.4,0.6,0.9,3.5,4.6,0.5,0.3,0.6,6.8
5.0,16.0,3.0,4.8,3.0,4.8,0.8,1.3,1.7,2.8,0.5,0.4,0.4,6.8
21.0,27.6,2.5,6.0,1.6,3.5,0.9,1.1,4.4,5.8,1.2,1.4,0.8,6.7
17.0,28.5,2.6,6.2,1.8,3.8,1.1,1.4,4.4,6.0,1.3,1.5,0.9,7.0
4.0,25.4,2.2,5.3,1.2,2.8,0.5,0.7,4.4,5.4,1.1,1.3,0.6,5.8
0.0,15.5,2.4,5.9,1.8,4.1,1.4,1.9,2.5,2.9,0.7,0.4,0.8,6.7
28.0,23.5,2.3,5.0,1.5,2.9,1.3,1.7,3.0,4.0,1.0,0.7,0.9,6.7
11.0,21.3,2.8,6.4,2.2,4.6,0.6,0.8,2.3,2.7,2.4,0.8,1.0,6.7
0.0,16.7,2.1,5.2,1.2,2.5,1.6,2.0,1.8,2.0,2.1,0.7,0.9,6.7
3.0,17.3,2.5,4.9,2.2,3.9,1.4,1.8,2.8,4.0,0.6,0.8,0.4,6.7
20.0,17.2,2.5,5.4,1.9,3.7,1.1,1.6,2.2,2.8,0.8,0.4,0.9,6.6
19.0,18.8,2.5,6.8,2.2,5.4,1.3,1.7,2.9,3.4,2.5,0.8,1.5,6.6
35.0,25.0,2.6,5.4,1.6,2.7,0.2,0.4,3.3,4.2,0.6,0.6,0.4,6.6
62.0,20.0,3.0,5.5,3.0,5.5,0.5,0.9,4.0,5.7,0.7,0.5,0.9,6.6
79.0,30.1,2.7,5.9,2.2,3.5,0.6,1.4,3.9,5.1,1.0,1.2,0.6,6.6
1.0,17.4,2.5,6.4,1.7,3.9,0.7,0.8,1.6,2.3,1.2,0.6,0.8,6.6
2.0,18.4,2.6,5.6,1.9,3.1,0.5,0.9,2.5,3.7,1.0,0.5,0.5,6.5
77.0,20.1,2.7,4.6,2.3,3.8,0.8,1.3,3.1,4.6,1.8,0.6,1.0,6.5
7.0,15.6,2.3,5.2,1.0,2.4,0.5,0.5,2.1,2.7,1.0,0.5,0.9,6.4
19.0,17.2,2.1,5.2,1.4,2.9,1.5,1.8,1.8,2.2,1.1,0.5,1.1,6.4
65.0,25.2,2.4,5.9,1.5,3.1,0.6,0.9,2.1,3.3,1.6,0.6,0.7,6.4
2.0,16.2,2.2,6.0,0.7,1.6,0.5,0.6,2.2,2.3,0.7,0.2,0.5,6.4
0.0,14.4,2.6,5.9,2.0,4.4,0.6,0.7,1.3,1.6,1.2,0.5,0.7,6.3
5.0,14.9,2.3,5.4,1.5,3.0,0.8,1.0,1.2,1.9,1.0,0.4,0.8,6.3
8.0,15.6,2.7,5.2,2.7,5.0,0.8,1.1,3.6,5.6,1.5,0.5,1.0,6.3
5.0,20.3,2.4,5.6,1.7,3.2,0.9,1.3,2.5,3.3,0.6,0.7,0.6,6.3
16.0,18.6,2.4,5.6,1.8,3.5,0.7,1.1,1.8,2.3,0.8,0.9,1.1,6.2
13.0,17.4,2.1,5.1,1.7,3.4,0.6,1.0,1.6,1.9,0.8,1.0,1.1,5.3
3.0,23.2,3.7,7.3,2.3,3.8,1.0,1.2,2.5,4.0,1.0,0.5,1.0,9.7
1.0,14.8,2.5,5.1,2.0,3.6,0.8,1.0,2.8,3.5,1.5,0.3,0.9,6.2
1.0,17.9,3.0,6.2,2.5,4.7,0.9,1.0,3.3,4.2,1.8,0.4,1.1,7.3
0.0,9.0,1.6,3.1,1.1,1.7,0.7,0.9,2.1,2.4,1.0,0.1,0.5,4.4
1.0,18.3,2.3,5.5,1.5,2.8,0.7,0.9,2.9,3.8,1.2,0.6,0.9,6.2
26.0,18.6,2.3,5.5,1.7,3.2,0.9,1.1,1.5,2.0,1.7,0.3,1.2,6.2
0.0,13.6,2.1,5.6,1.2,2.9,1.2,1.7,1.2,1.3,1.5,0.5,1.2,6.2
4.0,16.3,2.2,6.2,1.3,3.3,0.8,1.1,2.6,3.3,1.0,0.4,0.9,6.2
3.0,17.7,2.4,4.8,1.8,3.2,0.7,0.9,2.3,3.4,1.4,0.4,0.8,6.2
34.0,19.9,2.2,6.5,1.5,3.8,1.0,1.3,2.3,2.5,1.6,0.6,0.7,6.2
1.0,16.2,2.0,5.3,1.6,4.0,1.8,2.4,1.2,1.5,2.6,0.5,0.9,6.2
8.0,17.8,2.3,5.4,1.9,4.1,1.3,1.7,1.8,2.1,1.6,0.6,1.0,6.2
11.0,16.1,2.2,4.9,1.6,2.9,1.2,1.8,2.2,2.6,0.6,0.3,0.6,6.1
11.0,15.1,2.2,5.5,1.8,3.7,1.2,2.0,2.3,2.9,0.6,0.4,0.6,5.9
0.0,17.1,2.2,4.3,1.3,2.2,1.1,1.6,2.2,2.3,0.6,0.2,0.6,6.2
76.0,22.3,2.4,4.7,1.9,3.4,0.7,1.1,1.6,2.1,0.5,1.0,0.6,6.1
10.0,9.6,2.7,4.1,2.7,4.1,0.7,1.4,1.9,3.2,0.2,0.2,0.5,6.1
70.0,18.1,2.3,4.4,2.3,4.4,1.4,1.8,3.9,5.9,1.9,0.8,1.2,6.1
27.0,20.7,2.3,4.9,1.6,3.1,0.8,1.1,2.7,3.6,0.7,0.6,0.5,6.1
6.0,15.5,2.0,5.0,0.6,1.4,0.6,0.7,1.0,1.3,0.6,0.5,0.5,6.0
2.0,19.9,2.4,4.1,2.3,3.8,1.3,2.0,2.3,3.2,0.7,0.7,0.6,6.0
15.0,21.0,2.1,5.3,1.3,3.5,0.9,1.1,2.4,3.1,0.8,0.5,0.5,6.0
28.0,16.3,2.0,4.8,1.3,2.7,1.0,1.2,1.5,1.8,1.9,0.7,0.7,5.9
18.0,20.5,1.6,5.0,1.0,2.8,2.1,2.7,1.6,1.9,2.8,0.7,1.2,5.9
66.0,20.1,2.4,5.9,1.7,4.0,0.5,0.8,3.0,3.6,1.0,0.5,1.0,5.9
1.0,14.7,1.8,4.5,0.9,2.1,1.2,1.6,2.5,3.0,0.5,0.4,0.6,5.8
0.0,8.0,0.8,2.8,0.7,1.7,0.3,0.5,1.0,1.3,0.0,0.0,0.3,2.2
1.0,15.9,2.0,4.8,0.9,2.2,1.3,1.8,2.8,3.3,0.6,0.4,0.6,6.5
0.0,14.4,2.4,5.1,2.1,4.2,0.8,0.9,1.3,1.5,3.4,0.3,0.9,5.8
16.0,16.3,2.2,4.4,2.2,4.4,1.2,1.6,3.0,5.1,0.6,0.4,0.9,5.7
13.0,20.4,1.9,4.3,1.2,2.0,1.0,1.4,2.2,2.6,1.0,0.3,0.7,5.7
10.0,16.6,1.9,4.8,1.4,3.1,1.3,1.6,2.2,2.7,0.9,0.7,1.0,5.7
3.0,14.4,2.4,4.4,1.9,3.4,0.5,0.7,2.6,3.5,0.5,0.3,0.8,5.7
0.0,13.4,2.4,4.7,1.6,2.9,0.1,0.4,0.4,0.5,1.9,0.3,0.9,5.6
0.0,15.4,2.2,5.0,1.2,2.2,0.0,0.4,0.6,0.6,2.4,0.2,1.6,5.4
0.0,12.3,2.4,4.6,1.8,3.2,0.2,0.3,0.3,0.4,1.6,0.3,0.6,5.8
0.0,11.1,2.1,3.6,2.0,3.5,1.5,1.7,1.7,2.5,0.4,0.3,0.6,5.6
0.0,11.4,2.0,4.9,1.2,2.6,0.7,0.9,1.4,1.8,0.7,0.2,0.5,5.6
0.0,16.1,2.5,4.6,2.5,4.5,0.5,0.6,2.8,3.9,0.9,0.1,1.1,5.6
0.0,16.5,1.8,4.3,1.4,3.2,1.6,2.0,1.2,1.8,2.1,1.0,0.9,5.6
4.0,19.1,1.9,4.1,1.4,2.7,1.1,1.8,2.1,2.6,0.6,0.4,0.6,5.5
0.0,20.5,3.0,8.5,3.0,7.5,2.0,4.0,3.0,3.0,0.0,0.0,1.5,8.0
4.0,19.1,1.9,4.0,1.3,2.5,1.1,1.8,2.1,2.6,0.6,0.4,0.5,5.4
7.0,14.6,2.0,5.1,1.2,2.4,0.7,0.8,0.4,0.6,0.5,0.5,0.1,5.5
7.0,15.7,2.2,5.6,1.3,2.6,0.6,0.7,0.5,0.7,0.5,0.6,0.2,5.8
0.0,9.7,1.3,3.2,0.7,1.7,1.2,1.2,0.1,0.2,0.7,0.2,0.0,4.6
0.0,17.1,2.0,5.6,1.3,3.1,0.7,0.9,2.5,3.1,1.8,0.6,0.6,5.5
18.0,19.2,2.0,5.0,1.3,2.8,0.7,0.9,2.5,2.8,0.8,0.3,0.9,5.5
1.0,14.0,2.1,4.8,1.6,3.4,0.7,1.0,2.6,3.6,1.0,0.4,0.8,5.4
0.0,14.8,2.2,4.9,1.7,3.3,0.7,1.2,2.6,3.7,1.0,0.4,0.8,5.7
1.0,12.1,1.9,4.6,1.6,3.6,0.5,0.8,2.4,3.4,1.0,0.4,0.8,4.5
2.0,17.1,2.0,5.3,1.6,3.8,1.0,1.3,1.5,1.7,2.6,0.5,1.3,5.4
12.0,16.5,2.0,5.1,1.0,2.2,0.5,0.5,2.8,3.2,1.0,0.2,0.5,5.4
15.0,15.0,2.3,4.6,2.3,4.5,0.7,1.0,3.4,4.5,0.3,0.5,0.8,5.3
8.0,17.0,2.1,3.8,2.0,3.4,0.9,1.3,1.3,2.5,0.4,0.4,0.4,5.3
0.0,11.5,1.5,3.8,0.9,2.0,1.6,1.7,1.0,1.2,1.3,0.3,0.7,5.3
0.0,9.3,1.5,3.3,0.8,1.4,1.5,1.5,0.6,0.6,0.8,0.4,0.4,5.3
0.0,12.5,1.6,4.0,1.0,2.2,1.6,1.7,1.2,1.5,1.6,0.3,0.9,5.3
5.0,14.5,2.3,4.0,2.3,4.0,0.7,1.2,2.9,4.7,0.4,0.3,0.4,5.3
2.0,17.9,2.1,4.6,1.7,3.4,0.5,0.8,2.4,3.1,1.0,0.6,0.8,5.2
2.0,18.0,2.4,5.3,1.9,4.0,0.5,1.0,3.2,4.1,1.2,0.5,0.8,5.9
0.0,17.1,1.5,2.9,1.3,2.2,0.4,0.6,1.1,1.5,0.8,1.0,0.8,3.5
2.0,15.9,1.8,4.2,0.8,1.6,0.7,0.8,1.8,2.2,0.9,0.3,0.5,5.2
2.0,15.9,1.6,3.9,0.7,1.4,0.6,0.8,1.8,2.0,0.9,0.3,0.6,4.6
0.0,15.8,1.9,4.3,0.8,1.8,0.7,0.9,1.8,2.3,1.0,0.3,0.5,5.6
0.0,14.9,2.1,6.2,1.2,3.5,0.2,0.3,1.5,1.5,1.8,0.5,0.9,5.2
0.0,16.0,2.2,6.5,1.4,3.9,0.2,0.2,1.5,1.6,2.0,0.5,0.8,5.3
0.0,12.9,1.9,5.7,0.9,2.6,0.1,0.4,1.5,1.5,1.4,0.4,1.2,4.9
40.0,18.6,1.7,4.7,0.7,1.8,0.8,0.9,2.1,2.2,2.0,0.5,1.2,5.2
9.0,18.8,1.9,5.0,1.1,2.6,0.5,0.7,2.3,2.8,0.9,0.5,0.3,5.1
1.0,18.1,2.1,5.1,1.3,2.8,0.4,0.6,2.2,2.7,0.8,0.5,0.3,5.5
8.0,21.2,1.2,4.6,0.6,1.9,0.7,1.0,2.7,3.1,1.0,0.7,0.2,3.8
5.0,16.9,1.8,4.1,1.3,2.1,1.0,1.6,1.1,1.1,0.9,0.4,0.9,5.1
3.0,15.7,1.7,2.7,0.3,0.3,0.7,1.3,1.7,1.7,0.3,0.7,1.0,5.3
2.0,17.2,1.8,4.5,1.5,2.6,1.1,1.6,0.9,1.0,1.1,0.4,0.8,5.0
3.0,17.7,2.3,4.2,2.3,4.1,0.6,0.8,1.6,2.0,1.8,0.5,0.8,5.1
1.0,12.8,2.0,4.2,1.5,2.8,0.7,1.0,2.4,3.9,1.0,0.4,0.9,5.1
0.0,17.1,1.8,5.1,0.5,1.4,0.2,0.3,2.5,2.6,1.1,0.5,0.9,5.1
1.0,11.5,1.7,4.0,1.1,1.9,1.1,1.6,2.3,3.4,0.5,0.2,0.5,5.0
0.0,13.8,1.9,4.6,1.1,2.6,0.5,0.6,0.8,1.1,1.9,0.4,1.0,5.0
0.0,12.3,2.0,4.5,1.5,3.2,0.4,0.5,0.7,0.8,1.8,0.2,0.8,5.0
46.0,22.1,2.2,4.4,2.2,4.4,0.7,1.7,5.2,8.8,2.2,0.7,1.3,5.0
1.0,11.7,2.2,4.1,2.2,4.1,0.6,1.4,2.9,4.6,0.6,0.5,1.0,5.0
0.0,16.4,1.8,4.9,1.5,3.1,1.0,1.2,2.0,2.5,2.3,0.8,0.9,4.9
9.0,13.6,1.6,3.6,0.9,1.8,0.9,1.2,2.3,3.0,0.5,0.5,0.5,4.9
2.0,14.8,1.8,5.1,1.1,2.9,0.6,0.8,1.9,2.2,1.0,0.5,0.9,4.9
14.0,17.3,2.0,5.4,1.4,4.0,0.3,0.4,2.3,3.4,2.3,0.5,1.0,4.9
0.0,9.5,1.8,3.9,1.5,3.1,1.1,1.4,1.8,2.8,0.5,0.1,0.8,4.9
55.0,15.7,1.7,4.1,0.4,1.0,0.2,0.2,1.9,2.1,0.5,0.3,0.4,4.8
0.0,12.4,1.2,3.8,0.4,0.6,1.6,1.8,1.2,1.4,0.0,0.2,0.2,4.8
3.0,11.4,2.2,4.0,2.2,4.0,0.3,0.4,2.1,2.9,0.5,0.1,0.6,4.7
0.0,15.2,1.6,4.4,1.0,2.0,0.8,0.8,1.1,1.3,0.9,0.6,0.5,4.6
33.0,17.6,2.0,4.5,1.7,3.4,0.4,0.5,1.5,2.2,2.3,0.2,1.2,4.6
4.0,12.3,1.6,3.8,1.2,2.9,1.1,1.5,2.6,3.7,0.5,0.3,0.5,4.6
0.0,12.6,2.0,3.7,1.9,3.6,0.6,0.8,2.3,3.0,2.2,0.6,1.1,4.6
11.0,15.6,1.8,4.2,1.5,2.8,0.6,0.8,1.6,2.0,1.2,0.7,0.7,4.5
8.0,15.9,1.6,3.9,1.2,2.3,0.6,0.8,1.6,2.0,1.1,0.6,0.6,4.2
3.0,14.9,2.2,5.0,2.0,4.0,0.8,1.0,1.7,2.2,1.5,1.0,0.8,5.4
6.0,12.1,1.5,3.5,0.5,0.9,0.4,0.5,1.1,1.5,0.7,0.3,0.5,4.5
5.0,15.1,1.7,4.1,0.8,1.8,0.2,0.2,1.6,2.1,0.9,0.6,0.3,4.5
9.0,16.3,1.5,4.0,1.0,2.3,0.9,1.1,1.2,1.4,1.8,0.7,0.8,4.5
